REGION,ISO,COUNTRY,INDICATOR,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Africa,ZAF,South Africa,Per Capita Income,7643.777935,7817.100001,7862.560054,8013.776065,8328.063746,8585.850175,8844.467738,9019.70355,9047.052061,9233.372208,9268.388866,9380.567031,9696.033105,10134.90688,10649.40474,11001.71681,11185.20848,11672.18423,11834.50035,12063.79882,12371.70716,12570.42738,12459.34054,12703.38214,13142.60915,13036.05482,13000.61909,12671.4528,12734.63959,12894.29483,13397.46652,13686.57738,13208.81234,12559.97973,12787.63651,12237.17807,11943.92376,11907.7315,12122.18288,12134.0074,11832.34817,11432.19808,10910.00022,10774.18246,10861.26849,10962.8165,11222.92345,11324.23851,11208.50519,11308.83672,11607.9684,11706.54361,11974.4807,12208.83373,12628.90863,13142.55373,13711.15769,14256.91451,14503.27129,14068.30516,14274.53461,14500.82477,14623.59369,14758.14493,14741.09379,14711.40261,14586.7073,14536.98638,14539.09357,14348.49639,13234.8781,13765.03361,13886.84505
Africa,ZAF,South Africa,GDP growth,0,4.75330748,3.027205884,4.486131384,6.536455334,5.687971655,5.603984328,4.546599357,2.827595062,4.629366218,2.990989262,3.844734142,6.17793085,7.373709249,7.939608645,6.122798096,4.438386089,7.196523065,4.153372983,4.715902867,5.248661431,4.278934403,1.654829709,4.571944746,6.111122104,1.695433779,2.249860329,-0.093979116,3.014479779,3.790519264,6.620583427,5.36079106,-0.383419108,-1.846557746,5.09915163,-1.211540882,0.01784924,2.100729021,4.200109648,2.394795115,-0.317760427,-1.018244968,-2.137032845,1.233567051,3.200000346,3.099980287,4.29999184,2.60000179,0.500032435,2.39999849,4.199991817,2.699976793,3.700385353,2.949071458,4.554579909,5.277045018,5.603811914,5.360465378,3.191037001,-1.538086037,3.039746179,3.168552434,2.396215931,2.485473869,1.413828121,1.321875778,0.664541407,1.157955503,1.487615129,0.113052595,-6.431976667,4.914587582,1.837556235
Africa,ZAF,South Africa,Employment growth,0,1.637151178,1.631768842,1.707832612,1.70283507,1.695138622,1.689846622,1.682534737,1.677000528,1.671349785,1.747431119,0.6719918,0.334702782,0.661488386,1.574375885,1.465067225,0.884099597,1.141588413,1.273864623,0.882222667,1.582969173,0.6468781,0.617657209,0.665255405,0.660869735,0.656435525,0.65195626,0.683479487,0.701702313,0.672176328,0.701309605,2.369716757,2.391925331,2.388108136,2.402804314,2.413550012,1.410859962,5.013688718,4.709507581,4.436396285,4.189825805,3.966106581,1.558366051,1.559152086,1.558859652,1.558958407,1.5600783,1.560097214,1.559740954,1.54227411,1.387182079,-3.335603554,-0.922601564,-1.275479828,1.959019058,6.019852144,5.0901066,0.361087235,8.298645293,-2.681114493,-2.859328493,2.045796887,2.521946045,3.055403854,1.888085126,3.924581072,0.252272034,2.460143529,1.390723934,-0.266386943,-7.881152244,-2.461574212,3.836424118
Africa,ZAF,South Africa,Total Hours growth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.654608811,-3.930758489,2.996516478,8.606885653,1.425085137,0.637360265,6.531615039,-4.169127878,-3.445170541,2.905830206,1.136055384,2.493732256,1.754741403,-7.873139803,13.56988218,1.470769791,1.129064084,0.438705642,-13.35657493,4.058012694,7.283475648
Africa,ZAF,South Africa,Population growth,0,2.43069939,2.431519209,2.514529509,2.515941492,2.514736132,2.516060232,2.515456293,2.516755514,2.518051045,2.601881687,2.60289965,2.723370146,2.724085328,2.724791623,2.724388212,2.725089985,2.724171885,2.724857138,2.725551692,2.629221764,2.630435699,2.561178983,2.563038393,2.564880277,2.526673666,2.528562304,2.501279286,2.503342065,2.505400483,2.616209969,3.135183635,3.219729972,3.223924422,3.228083908,3.232207591,2.47354681,2.411053149,2.356724058,2.295011991,2.223583623,2.446316934,2.54709472,2.509702458,2.372539122,2.144970414,1.8826937,1.682065861,1.537744641,1.491509867,1.514808953,1.83518931,1.380019246,0.972926329,1.076785028,1.162544917,1.224404513,1.32725096,1.438204078,1.506175319,1.551093085,1.558573126,1.536572733,1.551105233,1.531134304,1.526367867,1.525078059,1.503946526,1.472906231,1.44289684,1.441088898,0.873838516,0.944266215
Africa,ZAF,South Africa,Output per Employed Person growth,0,3.065961871,1.373032328,2.731646817,4.752689795,3.926277192,3.849093923,2.816673116,1.131617306,2.909390345,1.222201022,3.15156409,5.823735863,6.668112076,6.26657334,4.590477293,3.52313844,5.986592407,2.843288711,3.800154377,3.608569712,3.608712333,1.030805654,3.880871633,5.414469777,1.03222238,1.587553912,-0.772180905,2.296661737,3.097522126,5.878050489,2.921835087,-2.710511039,-4.135896208,2.633079567,-3.539659443,-1.373630716,-2.773885703,-0.4864868,-1.954875161,-4.326320922,-4.794208144,-3.638694713,-0.320586602,1.615950297,1.517366762,2.697825353,1.023930269,-1.043433657,0.84469684,2.774324802,6.243850444,4.666035837,4.279130736,2.545690293,-0.700630223,0.488823667,4.981390976,-4.716225469,1.174518645,6.072713499,1.100246733,-0.122637268,-0.553032605,-0.465468562,-2.504417403,0.41123195,-1.270921532,0.095562188,0.380453015,1.573158601,7.562313759,-1.925016101
Africa,ZAF,South Africa,Output per Hour Worked growth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.383690186,7.16132431,1.512734104,-3.065957205,4.120013082,4.693192568,-3.135762127,2.745505474,6.716304876,0.255303541,1.246005237,-0.008057455,-0.335034297,9.98081945,-11.36334786,-0.308280196,0.354547971,-0.324230629,7.992064325,0.823170523,-5.076195919
Africa,ZAF,South Africa,Per Capita Income growth,0,2.267492171,0.581546266,1.923241403,3.921842577,3.095394519,3.012136917,1.981304222,0.303208531,2.059456995,0.379240194,1.210330796,3.362974462,4.52632302,5.076493161,3.308279507,1.667845805,4.353747612,1.390623346,1.937542454,2.552333168,1.606247399,-0.883715733,1.958704017,3.457559563,-0.810754759,-0.271828619,-2.531927816,0.498654682,1.253708366,3.902281578,2.157951677,-3.490756158,-4.912119159,1.812556866,-4.3046144,-2.396420975,-0.303018198,1.800942349,0.097544467,-2.48606433,-3.381831583,-4.567781835,-1.244892314,0.808284361,0.934955357,2.372628807,0.902751062,-1.021996509,0.895137558,2.645114433,0.849203001,2.288780496,1.957103949,3.440745449,4.067216878,4.326434343,3.980384723,1.727981029,-2.999089806,1.465915381,1.585271689,0.84663405,0.920096964,-0.115537155,-0.201417714,-0.847609939,-0.340864602,0.014495394,-1.310928893,-7.761219493,4.00574532,0.884933889
Africa,SDN,Sudan,Real GDP,24187.19654,25348.18197,26605.91619,27863.65041,29218.13342,30645.17801,33886.26235,33426.70562,34805.37582,38941.38643,39667.00232,39667.00232,42424.34273,41214.9829,40779.61336,43536.95377,42883.89946,41553.60365,44093.25929,46778.03811,44818.87519,47914.83634,46898.97409,43125.77143,47455.27961,53477.89155,63322.08054,72948.58476,71811.78652,64362.12999,64990.9971,66345.4801,74738.4373,76286.41788,72464.84083,67917.64788,70602.4267,72174.59447,73021.14635,78753.51193,72440.65363,77511.49939,81542.09735,83825.27608,85502.88234,88068.4812,92383.51836,101621.1382,107718.5529,116015.5752,127266.1471,135028.8221,143131.869,153291.7868,161113.0204,171261.9586,190615.5773,210057.034,224341.6736,218131.8961,226547.4246,219266.1904,181979.9747,185537.6832,194185.5946,197888.7139,204743.579,206197.2584,200669.1099,196298.5367,189172.8998,187091.9979,189711.2859
Africa,SDN,Sudan,Nominal GDP,2674.042924,3001.047652,3204.417362,3396.524815,3594.604377,3833.872607,4383.808398,4467.84678,4757.929634,5396.286745,5571.867801,5631.183879,6095.96103,5990.098932,6017.239625,6541.792826,6624.158741,6604.821709,7306.935842,8131.989345,8202.52014,9213.648772,9408.145366,9125.300675,10945.00942,13476.51062,16835.45109,20599.92444,21705.28821,21067.59126,23195.08369,25918.98788,31001.75966,32883.29025,32362.90075,31291.35452,33183.38699,34761.14565,36409.42101,40807.09219,38941.10425,43076.05951,46348.72594,48775.87389,50814.44855,53436.6873,57081.23883,63871.64378,68466.07627,74778.83003,83888.97994,91011.05113,97976.12066,107001.7923,115480.0835,126603.7969,145258.6808,164400.1562,178947.4997,175109.4389,184050.8371,181836.5534,153738.2143,159488.3696,170043.4056,175019.8857,182897.3712,187691.7758,187023.5156,186222.6587,181625.6675,187091.9979,200155.7335
Africa,SDN,Sudan,Employment,1475.629798,1513.635055,1552.612959,1592.588488,1633.586731,1675.633976,1718.756607,1762.982007,1808.338179,1854.853743,1902.558103,1952.68163,2004.122162,2056.914488,2109.279664,2157.431886,2206.485083,2264.037353,2322.032686,2380.088525,2445.183125,2510.148411,2578.33446,2664.159744,2739.324056,2818.899038,2903.240101,2990.870564,3090.783859,3201.857951,3313.042998,3428.52803,3549.166697,3795.465235,3926.44429,4065.088881,4185.870957,4281.164135,4358.117342,4457.835259,4588.883425,4806.4,5044.3,5292,5542,5793.6,5998.3,6154.3,6299.2,6449.8,6610.3,6776.1,6949.2,7129.1,7308.5,7496.6,7664,7833.4,8004.2,8355.4,8334.3,8321.4,8545.7,8788.8,9034.9,9284.6,9540.2,9806.1,10076,10350.2,10105.4,10473.3,10928.4
Africa,SDN,Sudan,Average Hours Worked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1864.400395,1868.698434,1871.27444,1870.744859,1887.605477,1859.041647,1827.802437,1825.06388,1824.608456,1830.28961,1835.466816,1840.614788,1848.126166,1859.511433,1871.143901,1817.756447,1900.305501,1910.895794
Africa,SDN,Sudan,Total Hours,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13976.664,14321.7048,14658.4412,14973.816,15771.6988,15493.8108,15209.8752,15596.4484,16036.1188,16536.4836,17041.5752,17559.8332,18122.91,18736.4372,19366.7136,18369.156,19902.4696,20883.0336
Africa,SDN,Sudan,Population,6326.44079,6502.182262,6682.805006,6868.445747,7059.242783,7255.340696,7456.885642,7664.029278,7876.927187,8095.738884,8320.628595,8550.911121,8787.566331,9030.77181,9272.732612,9496.779181,9725.381707,9992.091465,10261.45716,10531.79644,10834.03214,11144.25609,11470.05893,11875.80712,12235.57927,12616.55178,13020.44789,13440.77153,13918.12165,14447.78513,14980.12105,15481.14439,16004.04152,17091.37529,17657.16426,18255.84288,18772.78928,19174.17875,19492.45459,19911.5532,20469.27456,21253.92004,22068.64251,22828.99157,23354.37741,23891.85333,24441.69931,25004.19918,25579.64455,26168.3338,26770.57014,27386.66648,28016.94154,28661.72277,29321.34244,29996.14157,30686.4718,31392.68867,32136.60181,33078.08513,33890.88171,34568.25773,35292.95945,36093.07888,37057.76586,38164.73995,39293.65542,40511.5231,41764.36289,42952.27855,44121.14941,45290.49304,46460.46441
Africa,SDN,Sudan,Output per Employed Person,16391.10065,16746.56112,17136.21932,17495.82558,17885.87828,18288.70652,19715.56776,18960.32148,19247.16086,20994.31643,20849.29877,20314.11661,21168.54129,20037.28553,19333.43125,20179.98995,19435.39061,18353.76241,18989.07779,19653.90683,18329.45546,19088.44758,18189.6394,16187.38198,17323.71879,18971.19792,21810.83146,24390.41851,23234.16641,20101.4945,19616.708,19351.00997,21058.02395,20099.35888,18455.58869,16707.54315,16866.84263,16858.63756,16755.20428,17666.31276,15786.11765,16126.72674,16165.19584,15839.99926,15428.16354,15200.99441,15401.61685,16512.21718,17100.35447,17987.46863,19252.70367,19927.21803,20596.88438,21502.26352,22044.60839,22845.28434,24871.55237,26815.56336,28027.9945,26106.697,27182.53778,26349.67558,21294.91729,21110.6958,21492.83275,21313.64991,21461.14117,21027.44806,19915.55279,18965.67571,18719.98138,17863.71038,17359.47493
Africa,SDN,Sudan,Output per Hour Worked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.25342174,13.30955916,14.33010722,14.98226461,13.83058977,14.62180141,14.41604139,11.66803942,11.56998682,11.74285896,11.612114,11.65976787,11.37771243,10.71009967,10.13587234,10.29839911,9.400441336,9.084469695
Africa,SDN,Sudan,Per Capita Income,3823.191798,3898.411479,3981.249814,4056.762103,4138.989736,4223.809646,4544.291541,4361.50547,4418.648921,4810.108995,4767.308367,4638.921135,4827.769274,4563.838371,4397.798909,4584.391502,4409.482399,4158.649248,4296.978352,4441.601047,4136.860091,4299.509628,4088.817188,3631.397092,3878.466117,4238.708996,4863.279749,5427.410518,5159.58894,4454.809468,4338.482771,4285.566908,4669.972721,4463.445253,4103.990865,3720.323861,3760.891662,3764.155713,3746.123712,3955.166688,3538.994673,3646.927213,3694.930366,3671.878182,3661.107331,3686.130162,3779.750221,4064.162882,4211.104368,4433.433786,4753.95729,4930.458483,5108.761381,5348.31029,5494.735473,5709.466272,6211.713702,6691.272488,6980.877286,6594.453555,6684.612887,6342.992237,5156.26849,5140.533559,5240.078298,5185.118887,5210.601478,5089.842164,4804.792795,4570.154211,4287.578685,4130.933125,4083.284321
Africa,SDN,Sudan,GDP growth,0,4.8,4.961832061,4.727272727,4.861111111,4.88410596,10.57616417,-1.356174161,4.124457308,11.88325226,1.863354037,0,6.951219512,-2.850627138,-1.056338028,6.761565836,-1.5,-3.102086858,6.111757858,6.088864509,-4.188210962,6.907717215,-2.120141343,-8.045384219,10.03925967,12.6911315,18.4079602,15.20244461,-1.558355438,-10.37386325,0.977076287,2.084108671,12.65038279,2.071197411,-5.009511731,-6.275033378,3.952991453,2.226789997,1.172922252,7.85028155,-8.015970516,7,5.2,2.8,2.001313134,3.000599264,4.899638449,9.99920767,6.000144061,7.70250068,9.697466797,6.099560003,6.000975768,7.09829191,5.102186993,6.299266259,11.30059409,10.1993011,6.800362407,-2.768,3.858,-3.214,-17.005,1.955,4.661,1.907,3.464,0.71,-2.681,-2.178,-3.63,-1.1,1.4
Africa,SDN,Sudan,Employment growth,0,2.575527918,2.575119014,2.574725925,2.5743149,2.573921799,2.573511417,2.573104272,2.572696273,2.572282368,2.571866387,2.634533274,2.634353271,2.634187035,2.545811985,2.282875196,2.273684606,2.608323546,2.561589046,2.500216287,2.734965497,2.656867908,2.716415057,3.328710278,2.821313983,2.904913053,2.991985972,3.018367741,3.340609112,3.593719179,3.472516546,3.48576919,3.518672307,6.939615972,3.450935442,3.53104692,2.971203831,2.276543612,1.79748321,2.288096196,2.939726541,4.740076287,4.949650466,4.910493032,4.724111867,4.539877301,3.533209058,2.600736875,2.354451359,2.390779782,2.488449254,2.508206889,2.554566786,2.588787199,2.516446676,2.573715537,2.233012299,2.210334029,2.180406975,4.387696459,-0.252531297,-0.154782045,2.695459899,2.844705524,2.800154742,2.763727324,2.752945738,2.787153309,2.752368424,2.721317983,-2.365171688,3.640627783,4.345335281
Africa,SDN,Sudan,Total Hours growth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4686921,2.351231258,2.151489341,5.328520131,-1.761940825,-1.832574333,2.541593504,2.819041802,3.120236301,3.054407528,3.041139061,3.206618159,3.385368023,3.363907414,-5.150887345,8.347218566,4.926845862
Africa,SDN,Sudan,Population growth,0,2.777888528,2.777878821,2.777886542,2.777877882,2.777888781,2.777883976,2.777884032,2.777884863,2.777881415,2.777877535,2.767609725,2.767602259,2.767609027,2.679292614,2.416187096,2.407158492,2.742409149,2.695788946,2.634511605,2.86974497,2.863420963,2.923504604,3.537455148,3.029454294,3.113645128,3.201319277,3.228181117,3.551508315,3.805567275,3.684550392,3.344588059,3.377638694,6.794119895,3.310377105,3.390570601,2.831676455,2.138145041,1.659919043,2.15005558,2.800993756,3.833284263,3.833280962,3.445382113,2.301397477,2.301392629,2.301395238,2.301394302,2.301394927,2.301397282,2.301393521,2.301394173,2.301393874,2.301397627,2.301395767,2.301392322,2.301396765,2.301394823,2.369701885,2.929629353,2.457205667,1.998696943,2.096436928,2.267079452,2.672775531,2.987158206,2.958006439,3.099400307,3.092551696,2.844328451,2.721324473,2.650301809,2.583260408
Africa,SDN,Sudan,Output per Employed Person growth,0,2.168618701,2.326795299,2.098515772,2.229404323,2.252213936,7.801870716,-3.830710264,1.512840251,9.077471687,-0.690747253,-2.566907249,4.206063666,-5.344042108,-3.512722698,4.378729706,-3.689790409,-5.565250661,3.461499422,3.501112829,-6.738870671,4.140832848,-4.708649925,-11.0076807,7.019892484,9.509962309,14.96812988,11.82709175,-4.740599646,-13.48303984,-2.411693793,-1.354447602,8.821317238,-4.552493027,-8.178222011,-9.47163251,0.953458429,-0.048646164,-0.613532809,5.437764081,-10.64282705,2.157649482,0.238542513,-2.011708239,-2.599973096,-1.472431455,1.319798163,7.210933391,3.561831121,5.187694546,7.033980507,3.503478622,3.360561202,4.395709155,2.522268768,3.632071533,8.869524227,7.816202881,4.52137114,-6.854923235,4.120937955,-3.063960415,-19.18337959,-0.865096088,1.810158032,-0.833686502,0.692003774,-2.020829688,-5.287827918,-4.769524067,-1.295468363,-4.574101764,-2.822680356
Africa,SDN,Sudan,Output per Hour Worked growth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6191224,7.667782544,4.550959654,-7.686920999,5.720736823,-1.407213907,-19.0621121,-0.84035193,1.49414291,-1.113399762,0.410380692,-2.41904851,-5.867723972,-5.361549841,1.603480837,-8.719391869,-3.361242619
Africa,SDN,Sudan,Per Capita Income growth,0,1.967457691,2.124925388,1.896698065,2.026927654,2.049290177,7.587508022,-4.022322733,1.31017723,8.859270807,-0.889805783,-2.693075894,4.070949561,-5.466932839,-3.638153855,4.242863227,-3.815317747,-5.688494222,3.326298913,3.36568358,-6.861060979,3.93171471,-4.900383023,-11.1871007,6.803690681,9.288282223,14.73492881,11.59980091,-4.934610645,-13.65960507,-2.611260882,-1.219685918,8.969777426,-4.422455552,-8.053294422,-9.34863201,1.090437341,0.086789275,-0.479045032,5.580247546,-10.52223707,3.04980793,1.31626298,-0.623886828,-0.293333572,0.683477143,2.539792546,7.524641692,3.615541252,5.279598853,7.229689666,3.712721475,3.616355315,4.688982158,2.737783981,3.907936975,8.796749226,7.720233231,4.328097514,-5.535460867,1.367199431,-5.110552487,-18.70921014,-0.305161205,1.936467051,-1.048828053,0.491456254,-2.317569549,-5.600357738,-4.883427727,-6.183063259,-3.653473728,-1.153463444
Africa,TZA,Tanzania,Real GDP,8962.6947,10091.99423,10298.13621,9930.665727,10737.30825,10997.2264,11131.66682,11400.54766,11499.1373,12063.78707,12556.73527,12413.33216,13542.63169,14394.08769,15182.80482,15729.5292,17746.13551,18463.15108,19413.19672,19771.70451,20918.92943,21797.27351,23258.19275,24011.0591,24566.74617,25839.44882,27685.76393,28465.51837,29290.08628,29648.59407,29899.54952,29567.92981,29953.32569,29818.88527,30562.78893,30491.08737,31485.94648,33090.26883,34488.4492,35644.63682,36926.30216,37691.41514,37911.53301,38368.7461,38969.98435,40361.60249,42195.6337,43683.02979,45302.79654,47495.45189,49838.87749,52828.21336,56612.82656,60511.1858,65248.00142,70056.77913,73322.1256,79528.11032,83955.44022,88473.92201,94099.97871,101538.582,106758.6805,113999.0542,121673.4706,129169.7731,138039.8614,147389.3012,157646.1227,168635.6339,176740.2625,185329.9538,194217.8146
Africa,TZA,Tanzania,Nominal GDP,990.8808699,1194.82161,1240.307841,1210.528846,1320.973338,1375.81074,1440.084893,1523.80856,1571.943553,1671.734373,1763.795217,1762.21423,1945.943054,2092.006431,2240.300171,2363.493822,2741.197048,2934.66295,3217.067307,3437.15335,3828.474928,4191.44544,4665.698185,5080.677436,5666.034856,6511.580701,7360.818224,8038.367424,8853.000255,9704.84447,10671.05575,11551.21363,12424.74204,12853.44215,13649.38491,14048.00452,14798.50475,15937.12667,17196.44966,18469.70307,19850.05532,20946.53896,21549.00733,22325.83307,23159.9007,24489.92309,26071.52323,27455.96996,28794.52647,30613.59924,32851.88316,35606.85159,38752.41179,42238.43605,46767.44706,51788.81701,55875.15662,62242.30395,66967.56723,71024.08733,76448.36344,84205.53011,90190.63185,97993.69585,106546.3756,114242.3864,123310.9624,134161.6271,146926.1119,159979.675,169689.0421,185329.9538,204910.3667
Africa,TZA,Tanzania,Employment,3361.212973,3439.148307,3520.367726,3605.016693,3693.471661,3785.91128,3882.525876,3983.515715,4089.092236,4198.976003,4313.90298,4528.492064,4592.556364,4667.213078,4759.527091,4864.672575,4987.83429,5107.162017,5304.033518,5494.597366,5724.444487,5905.188371,6088.512122,6268.572924,6471.195209,6671.612997,6961.73313,7217.622683,7499.446388,7709.394131,7902.472335,8112.739596,8338.325393,8527.038235,8806.269837,9090.109438,9327.292447,9637.408058,9955.131299,10255.64072,10554.79729,10889.205,11100.13833,11286.28583,11485.38192,11662.35905,11783.9901,11904.22066,12040.97362,12151.03081,12300.24552,12453.04083,12605.2714,13494.12305,14459.68186,15506.02009,16643.76014,17133.48768,17618.38057,18027.87662,18367.49782,18722.85728,19228.72972,19767.61774,20030.139,20349.85174,20710.52154,21042.4205,21362.48994,22091.88473,22579.47153,23389.93776,24258.80851
Africa,TZA,Tanzania,Average Hours Worked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1727.728182,1727.167192,1761.305508,1793.494003,1819.53483,1842.664686,1862.498265,1888.661365,1911.973181,1939.293861,1938.357856,1935.2984,1933.087631,1930.34414,1926.505667,1894.869346,1931.742803,1938.276978
Africa,TZA,Tanzania,Total Hours,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26790.1879,28746.55646,30177.30623,31598.4599,32802.34942,33845.13961,34871.2892,36316.55892,37795.15496,38844.3256,39445.29499,40081.03921,40676.8428,41236.95728,42560.14113,42785.14846,45183.34391,47020.29005
Africa,TZA,Tanzania,Population,7934.924,8124.902,8322.925,8529.355,8745.102,8970.61,9206.352,9452.826,9710.558,9978.909,10259.653,10555.397,10863.958,11185.238,11521.695,11870.412,12231.389,12607.312,12988.137,13389.543,13806.869,14236.867,14706.593,15201.384,15681.232,16147.863,16625.711,17129.565,17647.395,18144.828,18665.062,19212.004,19776.786,20368.423,20984.094,21618.434,22284.172,23016.721,23763.758,24484.892,25214.284,25935.79139,26697.60312,27606.45234,28697.51096,29646.4709,30291.33223,31028.07983,31951.02072,32912.42403,33953.48819,34973.96987,36021.40727,37099.89986,38167.00436,39261.75595,40387.26875,41556.61565,42741.37408,43889.48869,45131.64474,46530.9866,47965.47096,49436.50282,50964.61298,52603.67336,54336.29568,56061.92844,57764.50523,59464.55888,61190.55353,62944.43348,64728.70667
Africa,TZA,Tanzania,Output per Employed Person,2666.506042,2934.445779,2925.301278,2754.679541,2907.104545,2904.776574,2867.119801,2861.931136,2812.149161,2873.030724,2910.759777,2741.162397,2948.822098,3084.086252,3189.981805,3233.419918,3557.883938,3615.148887,3660.081833,3598.390053,3654.316061,3691.207145,3820.012554,3830.386819,3796.322839,3873.04372,3976.849358,3943.89117,3905.633131,3845.774851,3783.569021,3644.62947,3592.247157,3496.980363,3470.571478,3354.314662,3375.679133,3433.523685,3464.389185,3475.612864,3498.532578,3461.356007,3415.410861,3399.590145,3393.007268,3460.843755,3580.759433,3669.541337,3762.386496,3908.759069,4051.860381,4242.193859,4491.202512,4484.262193,4512.409199,4518.037429,4405.382257,4641.676685,4765.218908,4907.617457,5123.178978,5423.241791,5552.040208,5766.959668,6074.519532,6347.455241,6665.204501,7004.38912,7379.576216,7633.374699,7827.4756,7923.49068,8006.073941
Africa,TZA,Tanzania,Output per Hour Worked,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.615016341,2.550640308,2.635361477,2.656947221,2.697182475,2.780309959,2.911810385,2.939669498,3.016234604,3.132335771,3.27465603,3.444019021,3.623420381,3.822932949,3.962290289,4.130878794,4.101731695,4.130510773
Africa,TZA,Tanzania,Per Capita Income,1129.524958,1242.106579,1237.32176,1164.292696,1227.808235,1225.917345,1209.12896,1206.046494,1184.189137,1208.928458,1223.894733,1176.017554,1246.565174,1286.882558,1317.757919,1325.103897,1450.868377,1464.479588,1494.686784,1476.652676,1515.1103,1531.044261,1581.480683,1579.53112,1566.633678,1600.17761,1665.237891,1661.777072,1659.739938,1633.996975,1601.899287,1539.034128,1514.569945,1463.976139,1456.474076,1410.420726,1412.928714,1437.66216,1451.304512,1455.780847,1464.499335,1453.258726,1420.035081,1389.847041,1357.956946,1361.430257,1392.993659,1407.854757,1417.882607,1443.085804,1467.857358,1510.500911,1571.643943,1631.033669,1709.539497,1784.351653,1815.47621,1913.729236,1964.266288,2015.833965,2085.011066,2182.171268,2225.740275,2305.969228,2387.410861,2455.527625,2540.472435,2629.04444,2729.11751,2835.901537,2888.358616,2944.342233,3000.489653
Africa,TZA,Tanzania,GDP growth,0,12.6,2.042628774,-3.568320279,8.122743682,2.420701169,1.222493888,2.415458937,0.864779874,4.910366329,4.086181278,-1.142041399,9.097472924,6.287227002,5.479452055,3.60094451,12.82051282,4.04040404,5.145631068,1.846722068,5.802357208,4.198800343,6.702302632,3.23699422,2.314296379,5.180591025,7.145334721,2.816445452,2.896725441,1.223990208,0.84643289,-1.10911271,1.30342528,-0.448833034,2.494740006,-0.234604106,3.262786596,5.095360091,4.225352113,3.352390852,3.595675132,2.072,0.584,1.206,1.567,3.571,4.544,3.525,3.708,4.84,4.934,5.998,7.164,6.886,7.828,7.37,4.661,8.464,5.567,5.382,6.359,7.905,5.141,6.782,6.732,6.161,6.867,6.773,6.959,6.971,4.806,4.860064826,4.795695798
